platform,item_id,product_name_clean,category_derived,price,original_price,discount_pct,sold_final,sold_source,rating_avg,review_count,has_ratings,is_suspicious,is_authentic,seller_name,url,image_url
Lazada,2662362640,1-10yrs old H&M Authentic Overruns Basic Organic Cotton Dress for Girls Kids Jersey Ruffles Sleeves,Jersey,172.73,3131.0,94.5,20,sold_lifetime,,5,True,True,False,,https://www.lazada.com.ph/products/pdp-i2662362640.html,https://filebroker-cdn.lazada.com.ph/kf/S95836dbe1b114b78814558665bbdcc4eK.jpg
Lazada,3327309365,H&m overruns kids dress hm h m 1-10yo,T-Shirt,185.0,,,11,sold_lifetime,,1,True,True,False,,https://www.lazada.com.ph/products/pdp-i3327309365.html,https://filebroker-cdn.lazada.com.ph/kf/S0056a1f79b934945b9c7130aeb2456efZ.jpg
Lazada,5185263247,H M V-Neck Cinch Ribbed Stretchable T-Shirt,T-Shirt,184.0,,,27,sold_lifetime,,10,True,True,False,,https://www.lazada.com.ph/products/pdp-i5185263247.html,https://img.lazcdn.com/g/ff/kf/Sc56e1b418e3e4dc0be9ae17eb906749dT.jpg_200x200q80.jpg
Lazada,15573793157,H&M | Disney Series Boys Summer Print Shirt,T-Shirt,1836.0,,,0,sold_lifetime,,0,False,False,False,,https://www.lazada.com.ph/products/pdp-i15573793157.html,https://img.lazcdn.com/g/ff/kf/Sda3f99970c644ce5b6f66f4be59499f3Q.jpg_200x200q80.jpg
Lazada,2380275322,CHEAPEST H&M LEGGINGS FOR KIDS (Random),T-Shirt,65.0,,,194,sold_lifetime,,12,True,True,False,,https://www.lazada.com.ph/products/pdp-i2380275322.html,https://img.lazcdn.com/g/ff/kf/S6e004919437143e89b9c95bcaf3e7a57D.jpg_200x200q80.jpg
Lazada,3517812067,H&M Style SCARF Cotton Linen Shawl,T-Shirt,45.0,,,0,sold_lifetime,,0,False,True,False,,https://www.lazada.com.ph/products/pdp-i3517812067.html,https://img.lazcdn.com/g/p/b4f6d7937482646e9098cbe5af4a0c15.jpg_200x200q80.jpg
Lazada,3930858801,SC1 H&M Quality High Waist Baggy Sweatpants with side pockets,Bottoms,150.0,1717.0,91.3,0,sold_lifetime,,0,False,True,False,,https://www.lazada.com.ph/products/pdp-i3930858801.html,https://img.lazcdn.com/g/p/0d328bf557071d6ce34bb79724d3f673.png_200x200q80.png
Lazada,3277956949,H&m kids jersey dress overruns 1-12yo good quality hm,Jersey,179.0,,,40,sold_lifetime,,6,True,True,False,,https://www.lazada.com.ph/products/pdp-i3277956949.html,https://img.lazcdn.com/g/ff/kf/Sa066c47e10004b348846e8ce543096beT.jpg_200x200q80.jpg
Lazada,15440917621,₪LEGIT HIGHMINDS CLOTHING .2026,T-Shirt,192.03,6767.0,97.2,8,sold_lifetime,,0,False,True,True,,https://www.lazada.com.ph/products/pdp-i15440917621.html,https://img.lazcdn.com/g/p/64ec9ffb03bd1fd3f02ff5688ad1cfd0.jpg_200x200q80.jpg
Lazada,5017161050,HGHMNDS CLO. - SNOW SHIRT,T-Shirt,394.0,22.0,-1690.9,377,sold_lifetime,,143,True,False,True,,https://www.lazada.com.ph/products/pdp-i5017161050.html,https://img.lazcdn.com/g/p/596188e0142b9aeb890f8ea7a780140c.jpg_200x200q80.jpg
Lazada,15553347204,HGHMNDS CLO. - EYE STRAIN LONGSLEEVES,Longsleeves,818.12,1818.0,55.0,20,sold_lifetime,,8,True,False,True,,https://www.lazada.com.ph/products/pdp-i15553347204.html,https://img.lazcdn.com/g/p/9b16dbb182cf4abbe019e4c262554679.jpg_200x200q80.jpg
Lazada,5355423967,HGHMNDS - SOFT BURN MAROON SHORTS,Bottoms,481.25,44.0,-993.8,22,sold_lifetime,,9,True,False,True,,https://www.lazada.com.ph/products/pdp-i5355423967.html,https://img.lazcdn.com/g/p/177ebbaf59f389a82f7c26e4c53e4915.jpg_200x200q80.jpg
Lazada,4876877463,LEGIT HIGHMINDS CLOTHING “Own The Throne Collection”,T-Shirt,192.03,5252.0,96.3,0,sold_lifetime,,0,False,True,True,,https://www.lazada.com.ph/products/pdp-i4876877463.html,https://img.lazcdn.com/g/p/2c0f4da7771934d8a4d2f6939914925a.jpg_200x200q80.jpg
Lazada,4325923439,HGHMNDS- Soul Scale,T-Shirt,721.87,44.0,-1540.6,430,sold_lifetime,,164,True,False,True,,https://www.lazada.com.ph/products/pdp-i4325923439.html,https://img.lazcdn.com/g/p/9f0bf3b010be55133d6779ebb57b08a0.jpg_200x200q80.jpg
Lazada,15484160250,HGHMNDS ONLINE - WARPED OVAL SHIRT,T-Shirt,529.37,3434.0,84.6,0,sold_lifetime,,1,True,True,True,,https://www.lazada.com.ph/products/pdp-i15484160250.html,https://img.lazcdn.com/g/p/9d5f7d3c29d255b2c010bd94eae4d9b2.jpg_200x200q80.jpg
Lazada,4846187308,HGHMNDS CLO. - GAS STEPPERS LONG SLEEVES,Longsleeves,750.75,1717.0,56.3,147,sold_lifetime,,63,True,False,True,,https://www.lazada.com.ph/products/pdp-i4846187308.html,https://img.lazcdn.com/g/p/d32fe39bcf6759c9467d2fafe20751a7.png_200x200q80.png
Lazada,4803397659,HGHMNDS ONLINE - IRON WELDERS SHIRT,T-Shirt,596.75,2020.0,70.5,131,sold_lifetime,,55,True,False,True,,https://www.lazada.com.ph/products/pdp-i4803397659.html,https://img.lazcdn.com/g/p/28b0ad8633a7cb7451e8b93b84ec273c.jpg_200x200q80.jpg
Lazada,4638852914,HGHMNDS CLO. - From Trenches Shirt,T-Shirt,199.75,7373.0,97.3,13,sold_lifetime,,2,True,True,True,,https://www.lazada.com.ph/products/pdp-i4638852914.html,https://img.lazcdn.com/g/p/06a3c25b30ac54285918707712cebb56.jpg_200x200q80.jpg
Lazada,15553401376,HGHMNDS CLO - PLAID PLANET GRAY,T-Shirt,866.25,44.0,-1868.8,0,sold_lifetime,,2,True,False,True,,https://www.lazada.com.ph/products/pdp-i15553401376.html,https://img.lazcdn.com/g/p/43dca7cbc8123d9c4dbc7e2978aceb9d.jpg_200x200q80.jpg
Lazada,5347103408,HGHMNDS ONLINE - RETROACTIVE SHIRT,T-Shirt,625.62,1717.0,63.6,17,sold_lifetime,,4,True,False,True,,https://www.lazada.com.ph/products/pdp-i5347103408.html,https://img.lazcdn.com/g/p/b6696e8f59f20ab94aa2a0e06b84b4fa.jpg_200x200q80.jpg
Lazada,4583284428,HGHMNDS CLO. - Burn Rubber,T-Shirt,738.75,22.0,-3258.0,121,sold_lifetime,,44,True,False,True,,https://www.lazada.com.ph/products/pdp-i4583284428.html,https://img.lazcdn.com/g/p/40d0deaab3ade9fdb0a7d99230b1aee3.jpg_200x200q80.jpg
Lazada,2156666538,HGHMNDS - DIAGRAM,T-Shirt,742.5,77.0,-864.3,5000,sold_lifetime,,1189,True,False,True,,https://www.lazada.com.ph/products/pdp-i2156666538.html,https://img.lazcdn.com/g/p/38ce981e51884526142a8c47026f2110.jpg_200x200q80.jpg
Lazada,4645250403,HGHMNDS CLO. - Blue Dream,T-Shirt,721.87,1010.0,28.5,335,sold_lifetime,,152,True,False,True,,https://www.lazada.com.ph/products/pdp-i4645250403.html,https://img.lazcdn.com/g/p/650cfca3a0acdb3347cae2483e66b96a.jpg_200x200q80.jpg
Lazada,5346904936,HGHMNDS ONLINE - MYSTICAL SHIRT,T-Shirt,721.87,1515.0,52.4,33,sold_lifetime,,14,True,False,True,,https://www.lazada.com.ph/products/pdp-i5346904936.html,https://img.lazcdn.com/g/p/acea5c31921fc1c7059ea094275e4c57.jpg_200x200q80.jpg
Lazada,4143123002,HGHMNDS - Angular Concrete Shorts,Bottoms,721.87,1515.0,52.4,451,sold_lifetime,,191,True,False,True,,https://www.lazada.com.ph/products/pdp-i4143123002.html,https://img.lazcdn.com/g/p/169cea5ac4e21703799633170cbab243.jpg_200x200q80.jpg
Lazada,4479630010,HGHMNDS CLO. - SPELL CAST,T-Shirt,738.75,22.0,-3258.0,217,sold_lifetime,,95,True,False,True,,https://www.lazada.com.ph/products/pdp-i4479630010.html,https://img.lazcdn.com/g/p/03c5a59e324fdbfa6e140d5666da3d44.jpg_200x200q80.jpg
Lazada,3327361649,HGHMNDS - NEVER,T-Shirt,721.87,1010.0,28.5,1500,sold_lifetime,,393,True,False,True,,https://www.lazada.com.ph/products/pdp-i3327361649.html,https://img.lazcdn.com/g/p/a3acc5b4b76a892f782b7cbec74bb55b.png_200x200q80.png
Lazada,4444746813,HGHMNDS CLO. - Shot Maker,T-Shirt,738.75,22.0,-3258.0,168,sold_lifetime,,57,True,False,True,,https://www.lazada.com.ph/products/pdp-i4444746813.html,https://img.lazcdn.com/g/p/3a01de2717c9ad2578c09634ede2c41a.jpg_200x200q80.jpg
Lazada,4266108865,HGHMNDS - H EXPRESS,T-Shirt,577.5,2323.0,75.1,120,sold_lifetime,,47,True,False,True,,https://www.lazada.com.ph/products/pdp-i4266108865.html,https://img.lazcdn.com/g/p/47393d532275ae3656bf0cc848765dcf.jpg_200x200q80.jpg
